"Notes","State","State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Jan., 1999","1999/01",236,Not Applicable,Not Applicable
,"Alabama","01","Feb., 1999","1999/02",224,Not Applicable,Not Applicable
,"Alabama","01","Mar., 1999","1999/03",216,Not Applicable,Not Applicable
,"Alabama","01","Apr., 1999","1999/04",242,Not Applicable,Not Applicable
,"Alabama","01","May, 1999","1999/05",242,Not Applicable,Not Applicable
,"Alabama","01","Jun., 1999","1999/06",228,Not Applicable,Not Applicable
,"Alabama","01","Jul., 1999","1999/07",239,Not Applicable,Not Applicable
,"Alabama","01","Aug., 1999","1999/08",237,Not Applicable,Not Applicable
,"Alabama","01","Sep., 1999","1999/09",246,Not Applicable,Not Applicable
,"Alabama","01","Oct., 1999","1999/10",225,Not Applicable,Not Applicable
,"Alabama","01","Nov., 1999","1999/11",212,Not Applicable,Not Applicable
,"Alabama","01","Dec., 1999","1999/12",233,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2000","2000/01",226,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2000","2000/02",227,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2000","2000/03",233,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2000","2000/04",228,Not Applicable,Not Applicable
,"Alabama","01","May, 2000","2000/05",238,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2000","2000/06",216,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2000","2000/07",233,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2000","2000/08",242,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2000","2000/09",188,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2000","2000/10",228,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2000","2000/11",204,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2000","2000/12",227,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2001","2001/01",221,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2001","2001/02",235,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2001","2001/03",226,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2001","2001/04",223,Not Applicable,Not Applicable
,"Alabama","01","May, 2001","2001/05",261,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2001","2001/06",221,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2001","2001/07",202,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2001","2001/08",239,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2001","2001/09",223,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2001","2001/10",227,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2001","2001/11",207,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2001","2001/12",211,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2002","2002/01",244,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2002","2002/02",213,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2002","2002/03",255,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2002","2002/04",227,Not Applicable,Not Applicable
,"Alabama","01","May, 2002","2002/05",220,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2002","2002/06",193,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2002","2002/07",232,Not Applicable,Not Applicable
