"Notes","State","State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Jan., 1999","1999/01",1122,Not Applicable,Not Applicable
,"Alabama","01","Feb., 1999","1999/02",1042,Not Applicable,Not Applicable
,"Alabama","01","Mar., 1999","1999/03",1299,Not Applicable,Not Applicable
,"Alabama","01","Apr., 1999","1999/04",1077,Not Applicable,Not Applicable
,"Alabama","01","May, 1999","1999/05",1023,Not Applicable,Not Applicable
,"Alabama","01","Jun., 1999","1999/06",883,Not Applicable,Not Applicable
,"Alabama","01","Jul., 1999","1999/07",971,Not Applicable,Not Applicable
,"Alabama","01","Aug., 1999","1999/08",928,Not Applicable,Not Applicable
,"Alabama","01","Sep., 1999","1999/09",955,Not Applicable,Not Applicable
,"Alabama","01","Oct., 1999","1999/10",960,Not Applicable,Not Applicable
,"Alabama","01","Nov., 1999","1999/11",1007,Not Applicable,Not Applicable
,"Alabama","01","Dec., 1999","1999/12",1205,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2000","2000/01",1390,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2000","2000/02",1052,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2000","2000/03",1003,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2000","2000/04",942,Not Applicable,Not Applicable
,"Alabama","01","May, 2000","2000/05",1004,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2000","2000/06",954,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2000","2000/07",1011,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2000","2000/08",1014,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2000","2000/09",976,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2000","2000/10",1012,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2000","2000/11",984,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2000","2000/12",1179,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2001","2001/01",1207,Not Applicable,Not Applicable
