"Notes","State","State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Jan., 1999","1999/01",772,Not Applicable,Not Applicable
,"Alabama","01","Feb., 1999","1999/02",647,Not Applicable,Not Applicable
,"Alabama","01","Mar., 1999","1999/03",716,Not Applicable,Not Applicable
,"Alabama","01","Apr., 1999","1999/04",679,Not Applicable,Not Applicable
,"Alabama","01","May, 1999","1999/05",671,Not Applicable,Not Applicable
,"Alabama","01","Jun., 1999","1999/06",663,Not Applicable,Not Applicable
,"Alabama","01","Jul., 1999","1999/07",577,Not Applicable,Not Applicable
,"Alabama","01","Aug., 1999","1999/08",672,Not Applicable,Not Applicable
,"Alabama","01","Sep., 1999","1999/09",655,Not Applicable,Not Applicable
,"Alabama","01","Oct., 1999","1999/10",707,Not Applicable,Not Applicable
,"Alabama","01","Nov., 1999","1999/11",693,Not Applicable,Not Applicable
,"Alabama","01","Dec., 1999","1999/12",746,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2000","2000/01",834,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2000","2000/02",714,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2000","2000/03",683,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2000","2000/04",651,Not Applicable,Not Applicable
,"Alabama","01","May, 2000","2000/05",680,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2000","2000/06",652,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2000","2000/07",685,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2000","2000/08",695,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2000","2000/09",662,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2000","2000/10",701,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2000","2000/11",669,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2000","2000/12",749,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2001","2001/01",781,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2001","2001/02",691,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2001","2001/03",779,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2001","2001/04",688,Not Applicable,Not Applicable
,"Alabama","01","May, 2001","2001/05",704,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2001","2001/06",629,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2001","2001/07",686,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2001","2001/08",702,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2001","2001/09",724,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2001","2001/10",749,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2001","2001/11",753,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2001","2001/12",736,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2002","2002/01",766,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2002","2002/02",717,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2002","2002/03",775,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2002","2002/04",730,Not Applicable,Not Applicable
,"Alabama","01","May, 2002","2002/05",711,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2002","2002/06",720,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2002","2002/07",770,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2002","2002/08",684,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2002","2002/09",659,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2002","2002/10",725,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2002","2002/11",780,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2002","2002/12",834,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2003","2003/01",806,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2003","2003/02",774,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2003","2003/03",838,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2003","2003/04",759,Not Applicable,Not Applicable
