"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"ALB",2015 Q1,88,760984,11.6,88,79,98,0,9,-10,11.58,10.36,12.81,0.02,1.24,-1.21
"ALB",2015 Q2,72,759616,9.5,75,66,85,-3,6,-13,9.88,8.66,11.11,-0.38,0.84,-1.61
"ALB",2015 Q3,88,758232,11.6,81,72,91,7,16,-3,10.7,9.48,11.93,0.9,2.12,-0.33
"ALB",2015 Q4,87,756841,11.5,87,78,97,0,9,-10,11.5,10.28,12.73,0,1.22,-1.23
"ALB",2016 Q1,84,755733,11.1,86,77,95,-2,7,-11,11.39,10.2,12.58,-0.29,0.9,-1.48
"ALB",2016 Q2,70,754952,9.3,73,64,82,-3,6,-12,9.69,8.5,10.88,-0.39,0.8,-1.58
"ALB",2016 Q3,74,754168,9.8,79,70,88,-5,4,-14,10.51,9.32,11.7,-0.71,0.48,-1.9
"ALB",2016 Q4,89,753379,11.7,85,76,94,4,13,-5,11.31,10.12,12.5,0.39,1.58,-0.8
"ALB",2017 Q1,91,752154,12,84,75,93,7,16,-2,11.2,10.02,12.38,0.8,1.98,-0.38
"ALB",2017 Q2,68,750411,9,71,62,80,-3,6,-12,9.5,8.32,10.68,-0.5,0.68,-1.68
"ALB",2017 Q3,80,748648,10.7,77,68,86,3,12,-6,10.32,9.14,11.5,0.38,1.56,-0.8
"ALB",2017 Q4,84,746875,11.3,83,74,92,1,10,-8,11.12,9.94,12.3,0.18,1.36,-1
"ALB",2018 Q1,79,745015,10.6,82,73,91,-3,6,-12,11.01,9.82,12.2,-0.41,0.78,-1.6
"ALB",2018 Q2,72,743044,9.8,69,60,78,3,12,-6,9.31,8.12,10.5,0.49,1.68,-0.7
"ALB",2018 Q3,74,741051,9.9,75,66,84,-1,8,-10,10.13,8.94,11.32,-0.23,0.96,-1.42
"ALB",2018 Q4,76,739046,10.3,81,72,90,-5,4,-14,10.93,9.74,12.12,-0.63,0.56,-1.82
"ALB",2019 Q1,79,736528,10.7,80,71,89,-1,8,-10,10.81,9.59,12.04,-0.11,1.11,-1.34
"ALB",2019 Q2,73,733387,9.9,67,57,76,6,16,-3,9.11,7.89,10.34,0.79,2.01,-0.44
"ALB",2019 Q3,70,730211,9.6,73,64,82,-3,6,-12,9.93,8.71,11.16,-0.33,0.89,-1.56
"ALB",2019 Q4,79,727019,10.8,79,69,88,0,10,-9,10.73,9.51,11.96,0.07,1.29,-1.16
"ALB",2020 Q1,76,724042,10.5,78,68,88,-2,8,-12,10.62,9.34,11.91,-0.12,1.16,-1.41
"ALB",2020 Q2,77,721312,10.7,65,55,75,12,22,2,8.92,7.64,10.21,1.78,3.06,0.49
"ALB",2020 Q3,97,718566,13.4,71,61,81,26,36,16,9.74,8.46,11.03,3.66,4.94,2.37
"ALB",2020 Q4,113,715806,15.7,77,67,87,36,46,26,10.54,9.26,11.83,5.16,6.44,3.87
"ALB",2021 Q1,120,712977,16.8,76,65,86,44,55,34,10.43,9.07,11.79,6.37,7.73,5.01
"ALB",2021 Q2,85,710047,12,63,52,73,22,33,12,8.73,7.37,10.09,3.27,4.63,1.91
"AND",2010 Q2,1,25840,3.6,,,,,,,,,,,,
"AND",2010 Q3,2,25446,5.9,,,,,,,,,,,,
"AND",2010 Q4,2,25051,7.3,,,,,,,,,,,,
"AND",2011 Q1,1,24838,4.4,,,,,,,,,,,,
"AND",2011 Q2,3,24838,10.8,,,,,,,,,,,,
"AND",2011 Q3,1,24838,3.3,,,,,,,,,,,,
"AND",2011 Q4,1,24838,4.8,,,,,,,,,,,,
"AND",2012 Q1,2,24832,9.2,,,,,,,,,,,,
"AND",2012 Q2,1,24819,4.6,,,,,,,,,,,,
"AND",2012 Q3,1,24807,3.5,,,,,,,,,,,,
"AND",2012 Q4,1,24794,4.1,,,,,,,,,,,,
"AND",2013 Q1,2,24826,7.4,,,,,,,,,,,,
"AND",2013 Q2,2,24910,7.5,,,,,,,,,,,,
"AND",2013 Q3,1,24996,3.4,,,,,,,,,,,,
"AND",2013 Q4,1,25082,3,,,,,,,,,,,,
"AND",2014 Q1,1,25167,5.8,2,0,3,-1,1,-2,5.58,2.95,8.22,0.21,2.85,-2.42
"AND",2014 Q2,2,25252,6,1,0,2,1,2,0,4.12,1.49,6.76,1.88,4.51,-0.76
"AND",2014 Q3,2,25337,6.2,2,0,3,0,2,-1,5.28,2.65,7.92,0.92,3.55,-1.72
"AND",2014 Q4,1,25423,3.9,1,0,2,0,1,-1,5.02,2.39,7.66,-1.12,1.51,-3.76
"AND",2015 Q1,1,25508,3.9,2,0,3,-1,1,-2,5.88,3.32,8.44,-1.98,0.58,-4.54
"AND",2015 Q2,1,25593,3.9,1,0,2,0,1,-1,4.42,1.86,6.98,-0.52,2.04,-3.08
"AND",2015 Q3,2,25679,6.4,2,0,3,0,2,-1,5.58,3.02,8.14,0.82,3.38,-1.74
"AND",2015 Q4,1,25765,4.5,1,0,3,0,1,-2,5.32,2.76,7.88,-0.82,1.74,-3.38
"AND",2016 Q1,2,25850,7.4,2,0,3,0,2,-1,6.18,3.65,8.71,1.22,3.75,-1.31
"AND",2016 Q2,1,25935,4.2,1,0,2,0,1,-1,4.72,2.19,7.25,-0.52,2.01,-3.05
"AND",2016 Q3,1,26021,5.6,2,0,3,-1,1,-2,5.88,3.35,8.41,-0.28,2.25,-2.81
"AND",2016 Q4,2,26107,6.7,1,0,3,1,2,-1,5.62,3.09,8.15,1.08,3.61,-1.45
"AND",2017 Q1,2,26192,5.8,2,0,3,0,2,-1,6.48,3.92,9.04,-0.68,1.88,-3.24
"AND",2017 Q2,1,26277,4.7,1,0,2,0,1,-1,5.02,2.46,7.58,-0.32,2.24,-2.88
"AND",2017 Q3,1,26362,4.6,2,0,3,-1,1,-2,6.18,3.62,8.74,-1.58,0.98,-4.14
"AND",2017 Q4,1,26448,5.5,1,0,3,0,1,-2,5.92,3.36,8.48,-0.42,2.14,-2.98
"AND",2018 Q1,2,26533,8,2,1,3,0,1,-1,6.77,4.14,9.41,1.23,3.86,-1.41
"AND",2018 Q2,1,26618,4.8,1,0,2,0,1,-1,5.31,2.68,7.95,-0.51,2.12,-3.15
"AND",2018 Q3,2,26704,6.6,2,1,3,0,1,-1,6.47,3.84,9.11,0.13,2.76,-2.51
"AND",2018 Q4,2,26790,7.5,2,0,3,0,2,-1,6.21,3.58,8.85,1.29,3.92,-1.35
"ARM",2015 Q1,171,779804,22,166,153,179,5,18,-8,21.4,19.67,23.12,0.6,2.33,-1.12
"ARM",2015 Q2,150,777090,19.3,150,137,163,0,13,-13,19.3,17.57,21.02,0,1.73,-1.72
"ARM",2015 Q3,138,774349,17.8,142,129,155,-4,9,-17,18.34,16.61,20.06,-0.54,1.19,-2.26
"ARM",2015 Q4,155,771594,20.1,156,143,169,-1,12,-14,20.24,18.51,21.96,-0.14,1.59,-1.86
"ARM",2016 Q1,163,768795,21.2,158,146,171,5,17,-8,20.64,18.96,22.31,0.56,2.24,-1.11
"ARM",2016 Q2,138,765942,18,142,129,155,-4,9,-17,18.54,16.86,20.21,-0.54,1.14,-2.21
"ARM",2016 Q3,142,763074,18.6,134,122,147,8,20,-5,17.58,15.9,19.25,1.02,2.7,-0.65
"ARM",2016 Q4,149,760190,19.6,148,135,161,1,14,-12,19.48,17.8,21.15,0.12,1.8,-1.55
"ARM",2017 Q1,155,757184,20.5,151,138,163,4,17,-8,19.88,18.22,21.54,0.62,2.28,-1.04
"ARM",2017 Q2,129,754017,17.1,134,122,147,-5,7,-18,17.78,16.12,19.44,-0.68,0.98,-2.34
"ARM",2017 Q3,119,750816,15.8,127,114,139,-8,5,-20,16.82,15.16,18.48,-1.02,0.64,-2.68
"ARM",2017 Q4,136,747597,18.2,140,128,153,-4,8,-17,18.72,17.06,20.38,-0.52,1.14,-2.18
"ARM",2018 Q1,134,744524,18,143,130,155,-9,4,-21,19.12,17.45,20.8,-1.12,0.55,-2.8
"ARM",2018 Q2,131,741609,17.7,126,114,139,5,17,-8,17.02,15.35,18.7,0.68,2.35,-1
