"iso3c","date","deaths","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","population","cmr","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"AUS",2015 W52,531.346,,,,,,,15952419,3.346,,,,,,
"AUS",2015 W53,530.519,,,,,,,15956063,3.34,,,,,,
"AUS",2016 W01,529.788,,,,,,,15959860,3.335,,,,,,
"AUS",2016 W02,529.981,,,,,,,15963860,3.335,,,,,,
"AUS",2016 W03,530.731,,,,,,,15967861,3.338,,,,,,
"AUS",2016 W04,530.5,,,,,,,15971861,3.337,,,,,,
"AUS",2016 W05,529.865,,,,,,,15975862,3.333,,,,,,
"AUS",2016 W06,529.885,,,,,,,15979862,3.333,,,,,,
"AUS",2016 W07,530.135,,,,,,,15983863,3.333,,,,,,
"AUS",2016 W08,530.654,,,,,,,15987863,3.337,,,,,,
"AUS",2016 W09,530.346,,,,,,,15991864,3.333,,,,,,
"AUS",2016 W10,530.808,,,,,,,15995864,3.337,,,,,,
"AUS",2016 W11,530.019,,,,,,,15999865,3.331,,,,,,
"AUS",2016 W12,530.173,,,,,,,16003865,3.331,,,,,,
"AUS",2016 W13,529.788,,,,,,,16007865,3.327,,,,,,
"AUS",2016 W14,529.731,,,,,,,16011866,3.325,,,,,,
"AUS",2016 W15,529.692,,,,,,,16015866,3.325,,,,,,
"AUS",2016 W16,529.173,,,,,,,16019867,3.321,,,,,,
"AUS",2016 W17,528.808,,,,,,,16023867,3.319,,,,,,
"AUS",2016 W18,528.288,,,,,,,16027868,3.315,,,,,,
"AUS",2016 W19,527.346,,,,,,,16031868,3.31,,,,,,
"AUS",2016 W20,526.75,,,,,,,16035869,3.306,,,,,,
"AUS",2016 W21,527.327,,,,,,,16039869,3.308,,,,,,
"AUS",2016 W22,526.673,,,,,,,16043870,3.304,,,,,,
"AUS",2016 W23,527.865,,,,,,,16047870,3.312,,,,,,
"AUS",2016 W24,527.231,,,,,,,16051871,3.306,,,,,,
"AUS",2016 W25,527.308,,,,,,,16055871,3.306,,,,,,
"AUS",2016 W26,527.269,,,,,,,16059871,3.306,,,,,,
"AUS",2016 W27,527.038,,,,,,,16063872,3.304,,,,,,
"AUS",2016 W28,526.231,,,,,,,16067872,3.298,,,,,,
"AUS",2016 W29,526.596,,,,,,,16071873,3.3,,,,,,
