"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"AUS",2015 W02,708,1080899,65.5,716,640,791,-8,68,-83,67.11,60.58,73.63,-1.61,4.92,-8.13
"AUS",2015 W03,701,1081452,64.8,726,651,802,-25,50,-101,67.99,61.46,74.51,-3.19,3.34,-9.71
"AUS",2015 W04,727,1082005,67.2,719,644,795,8,83,-68,67.27,60.74,73.79,-0.07,6.46,-6.59
"AUS",2015 W05,665,1082558,61.4,689,613,764,-24,52,-99,64.57,58.04,71.09,-3.17,3.36,-9.69
"AUS",2015 W06,728,1083110,67.2,720,645,796,8,83,-68,67.37,60.84,73.89,-0.17,6.36,-6.69
"AUS",2015 W07,703,1083663,64.9,703,627,778,0,76,-75,65.81,59.28,72.33,-0.91,5.62,-7.43
"AUS",2015 W08,706,1084216,65.1,689,614,765,17,92,-59,64.51,57.98,71.03,0.59,7.12,-5.93
"AUS",2015 W09,753,1084769,69.4,737,662,813,16,91,-60,68.65,62.12,75.17,0.75,7.28,-5.77
"AUS",2015 W10,741,1085322,68.3,735,659,811,6,82,-70,68.39,61.86,74.91,-0.09,6.44,-6.61
"AUS",2015 W11,713,1085875,65.7,703,627,778,10,86,-65,65.65,59.12,72.17,0.05,6.58,-6.47
"AUS",2015 W12,780,1086428,71.8,725,650,801,55,130,-21,67.53,61,74.05,4.27,10.8,-2.25
"AUS",2015 W13,735,1086980,67.6,723,647,799,12,88,-64,67.29,60.76,73.81,0.31,6.84,-6.21
"AUS",2015 W14,748,1087533,68.8,747,672,823,1,76,-75,69.25,62.72,75.77,-0.45,6.08,-6.97
"AUS",2015 W15,776,1088086,71.3,750,674,825,26,102,-49,69.51,62.98,76.03,1.79,8.32,-4.73
"AUS",2015 W16,725,1088639,66.6,729,653,805,-4,72,-80,67.61,61.08,74.13,-1.01,5.52,-7.53
"AUS",2015 W17,765,1089192,70.2,747,671,822,18,94,-57,69.09,62.56,75.61,1.11,7.64,-5.41
"AUS",2015 W18,810,1089745,74.3,755,680,831,55,130,-21,69.89,63.36,76.41,4.41,10.94,-2.11
"AUS",2015 W19,798,1090297,73.2,756,681,832,42,117,-34,69.97,63.44,76.49,3.23,9.76,-3.29
"AUS",2015 W20,787,1090850,72.1,800,724,875,-13,63,-88,73.43,66.9,79.95,-1.33,5.2,-7.85
"AUS",2015 W21,787,1091403,72.1,777,701,852,10,86,-65,71.45,64.92,77.97,0.65,7.18,-5.87
"AUS",2015 W22,814,1091956,74.5,809,733,885,5,81,-71,74.23,67.7,80.75,0.27,6.8,-6.25
"AUS",2015 W23,774,1092509,70.8,803,727,879,-29,47,-105,73.61,67.08,80.13,-2.81,3.72,-9.33
"AUS",2015 W24,802,1093062,73.4,815,739,890,-13,63,-88,74.55,68.02,81.07,-1.15,5.38,-7.67
"AUS",2015 W25,788,1093614,72.1,814,738,890,-26,50,-102,74.45,67.92,80.97,-2.35,4.18,-8.87
"AUS",2015 W26,844,1094167,77.1,831,755,906,13,89,-62,75.89,69.36,82.41,1.21,7.74,-5.31
"AUS",2015 W27,805,1094720,73.5,839,763,914,-34,42,-109,76.53,70,83.05,-3.03,3.5,-9.55
"AUS",2015 W28,818,1095273,74.7,836,761,912,-18,57,-94,76.27,69.74,82.79,-1.57,4.96,-8.09
"AUS",2015 W29,882,1095826,80.5,843,767,918,39,115,-36,76.93,70.4,83.45,3.57,10.1,-2.95
"AUS",2015 W30,855,1096379,78,855,779,930,0,76,-75,77.69,71.16,84.21,0.31,6.84,-6.21
"AUS",2015 W31,849,1096931,77.4,886,810,962,-37,39,-113,80.33,73.8,86.85,-2.93,3.6,-9.45
"AUS",2015 W32,905,1097484,82.5,878,803,954,27,102,-49,79.75,73.22,86.27,2.75,9.28,-3.77
"AUS",2015 W33,883,1098037,80.4,869,793,944,14,90,-61,78.83,72.3,85.35,1.57,8.1,-4.95
"AUS",2015 W34,937,1098590,85.3,872,796,948,65,141,-11,79.17,72.64,85.69,6.13,12.66,-0.39
"AUS",2015 W35,860,1099143,78.2,856,780,931,4,80,-71,77.61,71.08,84.13,0.59,7.12,-5.93
"AUS",2015 W36,877,1099696,79.7,892,816,967,-15,61,-90,80.65,74.12,87.17,-0.95,5.58,-7.47
"AUS",2015 W37,837,1100248,76.1,846,770,921,-9,67,-84,76.67,70.14,83.19,-0.57,5.96,-7.09
"AUS",2015 W38,835,1100801,75.9,826,751,902,9,84,-67,75.05,68.52,81.57,0.85,7.38,-5.67
"AUS",2015 W39,782,1101354,71,820,745,896,-38,37,-114,74.37,67.84,80.89,-3.37,3.16,-9.89
"AUS",2015 W40,817,1101907,74.1,808,733,884,9,84,-67,73.49,66.96,80.01,0.61,7.14,-5.91
"AUS",2015 W41,766,1102460,69.5,793,717,869,-27,49,-103,71.97,65.44,78.49,-2.47,4.06,-8.99
"AUS",2015 W42,754,1103013,68.4,789,713,865,-35,41,-111,71.57,65.04,78.09,-3.17,3.36,-9.69
"AUS",2015 W43,721,1103565,65.3,762,686,838,-41,35,-117,69.19,62.66,75.71,-3.89,2.64,-10.41
"AUS",2015 W44,742,1104118,67.2,767,691,842,-25,51,-100,69.67,63.14,76.19,-2.47,4.06,-8.99
"AUS",2015 W45,783,1104671,70.9,768,692,843,15,91,-60,69.69,63.16,76.21,1.21,7.74,-5.31
"AUS",2015 W46,707,1105224,64,745,669,821,-38,38,-114,67.81,61.28,74.33,-3.81,2.72,-10.33
"AUS",2015 W47,728,1105777,65.8,734,658,809,-6,70,-81,66.67,60.14,73.19,-0.87,5.66,-7.39
"AUS",2015 W48,719,1106330,65,735,660,811,-16,59,-92,66.73,60.2,73.25,-1.73,4.8,-8.25
"AUS",2015 W49,738,1106882,66.7,727,651,803,11,87,-65,66.07,59.54,72.59,0.63,7.16,-5.89
"AUS",2015 W50,765,1107435,69.1,725,649,800,40,116,-35,65.83,59.3,72.35,3.27,9.8,-3.25
"AUS",2015 W51,749,1107988,67.6,747,672,823,2,77,-74,67.69,61.16,74.21,-0.09,6.44,-6.61
"AUS",2015 W52,677,1108541,61.1,710,634,785,-33,43,-108,64.47,57.94,70.99,-3.37,3.16,-9.89
"AUS",2015 W53,722,1109101,65.1,716,640,791,6,82,-69,64.93,58.4,71.45,0.17,6.7,-6.35
"AUS",2016 W01,719,1109752,64.8,722,647,798,-3,72,-79,65.26,58.75,71.78,-0.46,6.05,-6.98
"AUS",2016 W02,778,1110428,70.1,733,658,808,45,120,-30,66.14,59.63,72.66,3.96,10.47,-2.56
"AUS",2016 W03,711,1111104,64,726,651,801,-15,60,-90,65.42,58.91,71.94,-1.42,5.09,-7.94
"AUS",2016 W04,667,1111781,60,696,620,771,-29,47,-104,62.72,56.21,69.24,-2.72,3.79,-9.24
"AUS",2016 W05,742,1112457,66.7,727,652,802,15,90,-60,65.52,59.01,72.04,1.18,7.69,-5.34
"AUS",2016 W06,723,1113133,65,710,634,785,13,89,-62,63.96,57.45,70.48,1.04,7.55,-5.48
"AUS",2016 W07,660,1113809,59.3,696,621,771,-36,39,-111,62.66,56.15,69.18,-3.36,3.15,-9.88
"AUS",2016 W08,712,1114485,63.9,744,669,819,-32,43,-107,66.8,60.29,73.32,-2.9,3.61,-9.42
"AUS",2016 W09,695,1115161,62.3,742,666,817,-47,29,-122,66.54,60.03,73.06,-4.24,2.27,-10.76
"AUS",2016 W10,724,1115837,64.9,709,634,785,15,90,-61,63.8,57.29,70.32,1.1,7.61,-5.42
"AUS",2016 W11,696,1116513,62.3,732,657,807,-36,39,-111,65.68,59.17,72.2,-3.38,3.13,-9.9
"AUS",2016 W12,738,1117189,66.1,730,654,805,8,84,-67,65.44,58.93,71.96,0.66,7.17,-5.86
"AUS",2016 W13,739,1117865,66.1,754,679,829,-15,60,-90,67.4,60.89,73.92,-1.3,5.21,-7.82
"AUS",2016 W14,772,1118541,69,756,681,832,16,91,-60,67.66,61.15,74.18,1.34,7.85,-5.18
"AUS",2016 W15,719,1119217,64.2,736,660,811,-17,59,-92,65.76,59.25,72.28,-1.56,4.95,-8.08
"AUS",2016 W16,720,1119894,64.3,753,678,829,-33,42,-109,67.24,60.73,73.76,-2.94,3.57,-9.46
"AUS",2016 W17,747,1120570,66.7,762,687,837,-15,60,-90,68.04,61.53,74.56,-1.34,5.17,-7.86
"AUS",2016 W18,745,1121246,66.4,763,688,838,-18,57,-93,68.12,61.61,74.64,-1.72,4.79,-8.24
"AUS",2016 W19,752,1121922,67,806,731,882,-54,21,-130,71.58,65.07,78.1,-4.58,1.93,-11.1
"AUS",2016 W20,744,1122598,66.3,783,708,859,-39,36,-115,69.6,63.09,76.12,-3.3,3.21,-9.82
"AUS",2016 W21,822,1123274,73.2,816,740,891,6,82,-69,72.38,65.87,78.9,0.82,7.33,-5.7
"AUS",2016 W22,807,1123950,71.8,810,734,885,-3,73,-78,71.76,65.25,78.28,0.04,6.55,-6.48
